wavenumber (1/cm),cross section (cm^2)
28210.000,2.914E-23
28211.000,2.895E-23
28212.000,2.876E-23
28213.000,2.857E-23
28214.000,2.838E-23
28215.000,2.826E-23
28216.000,2.814E-23
28217.000,2.802E-23
28218.000,2.790E-23
28219.000,2.777E-23
28220.000,2.765E-23
28221.000,2.753E-23
28222.000,2.741E-23
28223.000,2.740E-23
28224.000,2.739E-23
28225.000,2.738E-23
28226.000,2.737E-23
28227.000,2.736E-23
28228.000,2.735E-23
28229.000,2.734E-23
28230.000,2.733E-23
28231.000,2.732E-23
28232.000,2.743E-23
28233.000,2.753E-23
28234.000,2.764E-23
28235.000,2.774E-23
28236.000,2.785E-23
28237.000,2.796E-23
28238.000,2.806E-23
28239.000,2.817E-23
28240.000,2.835E-23
28241.000,2.853E-23
28242.000,2.872E-23
28243.000,2.890E-23
28244.000,2.908E-23
28245.000,2.926E-23
28246.000,2.945E-23
28247.000,2.963E-23
28248.000,2.981E-23
28249.000,3.010E-23
28250.000,3.038E-23
28251.000,3.067E-23
28252.000,3.095E-23
28253.000,3.124E-23
28254.000,3.152E-23
28255.000,3.181E-23
28256.000,3.209E-23
28257.000,3.242E-23
28258.000,3.275E-23
28259.000,3.308E-23
28260.000,3.341E-23
28261.000,3.375E-23
28262.000,3.408E-23
28263.000,3.441E-23
28264.000,3.474E-23
28265.000,3.507E-23
28266.000,3.547E-23
28267.000,3.587E-23
28268.000,3.627E-23
28269.000,3.667E-23
28270.000,3.708E-23
28271.000,3.748E-23
28272.000,3.788E-23
28273.000,3.828E-23
28274.000,3.868E-23
28275.000,3.917E-23
28276.000,3.966E-23
28277.000,4.015E-23
28278.000,4.065E-23
28279.000,4.114E-23
28280.000,4.163E-23
28281.000,4.212E-23
28282.000,4.261E-23
28283.000,4.310E-23
28284.000,4.360E-23
28285.000,4.409E-23
28286.000,4.459E-23
28287.000,4.508E-23
28288.000,4.558E-23
28289.000,4.607E-23
28290.000,4.657E-23
28291.000,4.706E-23
28292.000,4.758E-23
28293.000,4.809E-23
28294.000,4.861E-23
28295.000,4.912E-23
28296.000,4.963E-23
28297.000,5.015E-23
28298.000,5.066E-23
28299.000,5.118E-23
28300.000,5.165E-23
28301.000,5.212E-23
28302.000,5.259E-23
28303.000,5.306E-23
28304.000,5.352E-23
28305.000,5.399E-23
28306.000,5.446E-23
28307.000,5.493E-23
28308.000,5.540E-23
28309.000,5.606E-23
28310.000,5.672E-23
28311.000,5.738E-23
28312.000,5.804E-23
28313.000,5.871E-23
28314.000,5.937E-23
28315.000,6.003E-23
28316.000,6.069E-23
28317.000,6.135E-23
28318.000,6.236E-23
28319.000,6.337E-23
28320.000,6.437E-23
28321.000,6.538E-23
28322.000,6.639E-23
28323.000,6.740E-23
28324.000,6.840E-23
28325.000,6.941E-23
28326.000,7.044E-23
28327.000,7.146E-23
28328.000,7.249E-23
28329.000,7.351E-23
28330.000,7.454E-23
28331.000,7.556E-23
28332.000,7.659E-23
28333.000,7.761E-23
28334.000,7.864E-23
28335.000,7.998E-23
28336.000,8.132E-23
28337.000,8.266E-23
28338.000,8.401E-23
28339.000,8.535E-23
28340.000,8.669E-23
28341.000,8.803E-23
28342.000,8.937E-23
28343.000,9.062E-23
28344.000,9.187E-23
28345.000,9.311E-23
28346.000,9.436E-23
28347.000,9.561E-23
28348.000,9.686E-23
28349.000,9.810E-23
28350.000,9.935E-23
28351.000,1.006E-22
28352.000,1.017E-22
28353.000,1.028E-22
28354.000,1.040E-22
28355.000,1.051E-22
28356.000,1.062E-22
28357.000,1.073E-22
28358.000,1.085E-22
28359.000,1.096E-22
28360.000,1.107E-22
28361.000,1.119E-22
28362.000,1.130E-22
28363.000,1.142E-22
28364.000,1.154E-22
28365.000,1.165E-22
28366.000,1.177E-22
28367.000,1.188E-22
28368.000,1.200E-22
28369.000,1.212E-22
28370.000,1.225E-22
28371.000,1.237E-22
28372.000,1.250E-22
28373.000,1.262E-22
28374.000,1.275E-22
28375.000,1.287E-22
28376.000,1.300E-22
28377.000,1.312E-22
28378.000,1.330E-22
28379.000,1.348E-22
28380.000,1.367E-22
28381.000,1.385E-22
28382.000,1.403E-22
28383.000,1.421E-22
28384.000,1.440E-22
28385.000,1.458E-22
28386.000,1.476E-22
28387.000,1.504E-22
28388.000,1.532E-22
28389.000,1.560E-22
28390.000,1.588E-22
28391.000,1.615E-22
28392.000,1.643E-22
28393.000,1.671E-22
28394.000,1.699E-22
28395.000,1.729E-22
28396.000,1.760E-22
28397.000,1.790E-22
28398.000,1.821E-22
28399.000,1.851E-22
28400.000,1.882E-22
28401.000,1.912E-22
28402.000,1.943E-22
28403.000,1.973E-22
28404.000,2.009E-22
28405.000,2.045E-22
28406.000,2.081E-22
28407.000,2.117E-22
28408.000,2.154E-22
28409.000,2.190E-22
28410.000,2.226E-22
28411.000,2.262E-22
28412.000,2.298E-22
28413.000,2.343E-22
28414.000,2.388E-22
28415.000,2.432E-22
28416.000,2.477E-22
28417.000,2.522E-22
28418.000,2.566E-22
28419.000,2.611E-22
28420.000,2.656E-22
28421.000,2.698E-22
28422.000,2.741E-22
28423.000,2.783E-22
28424.000,2.826E-22
28425.000,2.868E-22
28426.000,2.911E-22
28427.000,2.953E-22
28428.000,2.996E-22
28429.000,3.038E-22
28430.000,3.077E-22
28431.000,3.115E-22
28432.000,3.154E-22
28433.000,3.193E-22
28434.000,3.231E-22
28435.000,3.270E-22
28436.000,3.309E-22
28437.000,3.347E-22
28438.000,3.386E-22
28439.000,3.413E-22
28440.000,3.440E-22
28441.000,3.467E-22
28442.000,3.495E-22
28443.000,3.522E-22
28444.000,3.549E-22
28445.000,3.576E-22
28446.000,3.603E-22
28447.000,3.581E-22
28448.000,3.559E-22
28449.000,3.538E-22
28450.000,3.516E-22
28451.000,3.494E-22
28452.000,3.472E-22
28453.000,3.451E-22
28454.000,3.429E-22
28455.000,3.407E-22
28456.000,3.315E-22
28457.000,3.224E-22
28458.000,3.132E-22
28459.000,3.040E-22
28460.000,2.949E-22
28461.000,2.857E-22
28462.000,2.765E-22
28463.000,2.674E-22
28464.000,2.582E-22
28465.000,2.477E-22
28466.000,2.372E-22
28467.000,2.268E-22
28468.000,2.163E-22
28469.000,2.058E-22
28470.000,1.953E-22
28471.000,1.849E-22
28472.000,1.744E-22
28473.000,1.639E-22
28474.000,1.573E-22
28475.000,1.507E-22
28476.000,1.441E-22
28477.000,1.376E-22
28478.000,1.310E-22
28479.000,1.244E-22
28480.000,1.178E-22
28481.000,1.112E-22
28482.000,1.088E-22
28483.000,1.063E-22
28484.000,1.039E-22
28485.000,1.015E-22
28486.000,9.903E-23
28487.000,9.659E-23
28488.000,9.416E-23
28489.000,9.172E-23
28490.000,8.929E-23
28491.000,8.833E-23
28492.000,8.736E-23
28493.000,8.640E-23
28494.000,8.543E-23
28495.000,8.447E-23
28496.000,8.350E-23
28497.000,8.254E-23
28498.000,8.157E-23
28499.000,8.061E-23
28500.000,8.015E-23
28501.000,7.969E-23
28502.000,7.923E-23
28503.000,7.877E-23
28504.000,7.832E-23
28505.000,7.786E-23
28506.000,7.740E-23
28507.000,7.694E-23
28508.000,7.648E-23
28509.000,7.608E-23
28510.000,7.568E-23
28511.000,7.529E-23
28512.000,7.489E-23
28513.000,7.449E-23
28514.000,7.410E-23
28515.000,7.370E-23
28516.000,7.330E-23
28517.000,7.290E-23
28518.000,7.250E-23
28519.000,7.210E-23
28520.000,7.170E-23
28521.000,7.131E-23
28522.000,7.091E-23
28523.000,7.051E-23
28524.000,7.011E-23
28525.000,6.971E-23
28526.000,6.939E-23
28527.000,6.907E-23
28528.000,6.876E-23
28529.000,6.844E-23
28530.000,6.812E-23
28531.000,6.780E-23
28532.000,6.749E-23
28533.000,6.717E-23
28534.000,6.685E-23
28535.000,6.664E-23
28536.000,6.644E-23
28537.000,6.623E-23
28538.000,6.603E-23
28539.000,6.582E-23
28540.000,6.562E-23
28541.000,6.541E-23
28542.000,6.521E-23
28543.000,6.500E-23
28544.000,6.480E-23
28545.000,6.460E-23
28546.000,6.440E-23
28547.000,6.419E-23
28548.000,6.399E-23
28549.000,6.379E-23
28550.000,6.359E-23
28551.000,6.339E-23
28552.000,6.314E-23
28553.000,6.288E-23
28554.000,6.263E-23
28555.000,6.238E-23
28556.000,6.212E-23
28557.000,6.187E-23
28558.000,6.162E-23
28559.000,6.136E-23
28560.000,6.111E-23
28561.000,6.105E-23
28562.000,6.099E-23
28563.000,6.092E-23
28564.000,6.086E-23
28565.000,6.080E-23
28566.000,6.074E-23
28567.000,6.067E-23
28568.000,6.061E-23
28569.000,6.055E-23
28570.000,6.074E-23
28571.000,6.093E-23
28572.000,6.111E-23
28573.000,6.130E-23
28574.000,6.149E-23
28575.000,6.168E-23
28576.000,6.186E-23
28577.000,6.205E-23
28578.000,6.224E-23
28579.000,6.261E-23
28580.000,6.298E-23
28581.000,6.335E-23
28582.000,6.372E-23
28583.000,6.410E-23
28584.000,6.447E-23
28585.000,6.484E-23
28586.000,6.521E-23
28587.000,6.558E-23
28588.000,6.604E-23
28589.000,6.650E-23
28590.000,6.695E-23
28591.000,6.741E-23
28592.000,6.787E-23
28593.000,6.832E-23
28594.000,6.878E-23
28595.000,6.924E-23
28596.000,6.950E-23
28597.000,6.977E-23
28598.000,7.003E-23
28599.000,7.030E-23
28600.000,7.056E-23
28601.000,7.083E-23
28602.000,7.109E-23
28603.000,7.136E-23
28604.000,7.162E-23
28605.000,7.135E-23
28606.000,7.108E-23
28607.000,7.081E-23
28608.000,7.054E-23
28609.000,7.026E-23
28610.000,6.999E-23
28611.000,6.972E-23
28612.000,6.945E-23
28613.000,6.918E-23
28614.000,6.838E-23
28615.000,6.757E-23
28616.000,6.677E-23
28617.000,6.596E-23
28618.000,6.516E-23
28619.000,6.435E-23
28620.000,6.355E-23
28621.000,6.274E-23
28622.000,6.194E-23
28623.000,6.141E-23
28624.000,6.088E-23
28625.000,6.035E-23
28626.000,5.982E-23
28627.000,5.928E-23
28628.000,5.875E-23
28629.000,5.822E-23
28630.000,5.769E-23
28631.000,5.716E-23
28632.000,5.731E-23
28633.000,5.747E-23
28634.000,5.762E-23
28635.000,5.777E-23
28636.000,5.793E-23
28637.000,5.808E-23
28638.000,5.823E-23
28639.000,5.839E-23
28640.000,5.854E-23
28641.000,5.908E-23
28642.000,5.963E-23
28643.000,6.017E-23
28644.000,6.072E-23
28645.000,6.126E-23
28646.000,6.181E-23
28647.000,6.235E-23
28648.000,6.290E-23
28649.000,6.357E-23
28650.000,6.425E-23
28651.000,6.492E-23
28652.000,6.560E-23
28653.000,6.627E-23
28654.000,6.695E-23
28655.000,6.762E-23
28656.000,6.830E-23
28657.000,6.897E-23
28658.000,6.973E-23
28659.000,7.049E-23
28660.000,7.126E-23
28661.000,7.202E-23
28662.000,7.278E-23
28663.000,7.354E-23
28664.000,7.431E-23
28665.000,7.507E-23
28666.000,7.583E-23
28667.000,7.660E-23
28668.000,7.737E-23
28669.000,7.815E-23
28670.000,7.892E-23
28671.000,7.969E-23
28672.000,8.046E-23
28673.000,8.124E-23
28674.000,8.201E-23
28675.000,8.278E-23
28676.000,8.342E-23
28677.000,8.406E-23
28678.000,8.470E-23
28679.000,8.534E-23
28680.000,8.597E-23
28681.000,8.661E-23
28682.000,8.725E-23
28683.000,8.789E-23
28684.000,8.853E-23
28685.000,8.933E-23
28686.000,9.013E-23
28687.000,9.093E-23
28688.000,9.173E-23
28689.000,9.252E-23
28690.000,9.332E-23
28691.000,9.412E-23
28692.000,9.492E-23
28693.000,9.572E-23
28694.000,9.686E-23
28695.000,9.800E-23
28696.000,9.915E-23
28697.000,1.003E-22
28698.000,1.014E-22
28699.000,1.026E-22
28700.000,1.037E-22
28701.000,1.049E-22
28702.000,1.060E-22
28703.000,1.076E-22
28704.000,1.092E-22
28705.000,1.108E-22
28706.000,1.124E-22
28707.000,1.139E-22
28708.000,1.155E-22
28709.000,1.171E-22
28710.000,1.187E-22
28711.000,1.203E-22
28712.000,1.225E-22
28713.000,1.247E-22
28714.000,1.270E-22
28715.000,1.292E-22
28716.000,1.314E-22
28717.000,1.336E-22
28718.000,1.359E-22
28719.000,1.381E-22
28720.000,1.405E-22
28721.000,1.429E-22
28722.000,1.453E-22
28723.000,1.477E-22
28724.000,1.500E-22
28725.000,1.524E-22
28726.000,1.548E-22
28727.000,1.572E-22
28728.000,1.596E-22
28729.000,1.625E-22
28730.000,1.654E-22
28731.000,1.682E-22
28732.000,1.711E-22
28733.000,1.740E-22
28734.000,1.769E-22
28735.000,1.797E-22
28736.000,1.826E-22
28737.000,1.855E-22
28738.000,1.889E-22
28739.000,1.923E-22
28740.000,1.957E-22
28741.000,1.991E-22
28742.000,2.026E-22
28743.000,2.060E-22
28744.000,2.094E-22
28745.000,2.128E-22
28746.000,2.162E-22
28747.000,2.201E-22
28748.000,2.241E-22
28749.000,2.280E-22
28750.000,2.320E-22
28751.000,2.359E-22
28752.000,2.399E-22
28753.000,2.438E-22
28754.000,2.478E-22
28755.000,2.517E-22
28756.000,2.562E-22
28757.000,2.607E-22
28758.000,2.651E-22
28759.000,2.696E-22
28760.000,2.741E-22
28761.000,2.786E-22
28762.000,2.830E-22
28763.000,2.875E-22
28764.000,2.920E-22
28765.000,2.967E-22
28766.000,3.014E-22
28767.000,3.061E-22
28768.000,3.108E-22
28769.000,3.156E-22
28770.000,3.203E-22
28771.000,3.250E-22
28772.000,3.297E-22
28773.000,3.344E-22
28774.000,3.389E-22
28775.000,3.433E-22
28776.000,3.478E-22
28777.000,3.522E-22
28778.000,3.567E-22
28779.000,3.611E-22
28780.000,3.656E-22
28781.000,3.700E-22
28782.000,3.745E-22
28783.000,3.767E-22
28784.000,3.790E-22
28785.000,3.812E-22
28786.000,3.835E-22
28787.000,3.857E-22
28788.000,3.880E-22
28789.000,3.902E-22
28790.000,3.925E-22
28791.000,3.947E-22
28792.000,3.907E-22
28793.000,3.866E-22
28794.000,3.826E-22
28795.000,3.785E-22
28796.000,3.745E-22
28797.000,3.704E-22
28798.000,3.664E-22
28799.000,3.623E-22
28800.000,3.583E-22
28801.000,3.471E-22
28802.000,3.359E-22
28803.000,3.247E-22
28804.000,3.135E-22
28805.000,3.023E-22
28806.000,2.911E-22
28807.000,2.799E-22
28808.000,2.687E-22
28809.000,2.575E-22
28810.000,2.483E-22
28811.000,2.391E-22
28812.000,2.299E-22
28813.000,2.207E-22
28814.000,2.116E-22
28815.000,2.024E-22
28816.000,1.932E-22
28817.000,1.840E-22
28818.000,1.748E-22
28819.000,1.709E-22
28820.000,1.669E-22
28821.000,1.630E-22
28822.000,1.590E-22
28823.000,1.551E-22
28824.000,1.511E-22
28825.000,1.472E-22
28826.000,1.432E-22
28827.000,1.393E-22
28828.000,1.380E-22
28829.000,1.367E-22
28830.000,1.355E-22
28831.000,1.342E-22
28832.000,1.329E-22
28833.000,1.316E-22
28834.000,1.304E-22
28835.000,1.291E-22
28836.000,1.278E-22
28837.000,1.275E-22
28838.000,1.273E-22
28839.000,1.270E-22
28840.000,1.267E-22
28841.000,1.265E-22
28842.000,1.262E-22
28843.000,1.259E-22
28844.000,1.257E-22
28845.000,1.254E-22
28846.000,1.256E-22
28847.000,1.257E-22
28848.000,1.259E-22
28849.000,1.260E-22
28850.000,1.262E-22
28851.000,1.263E-22
28852.000,1.265E-22
28853.000,1.266E-22
28854.000,1.268E-22
28855.000,1.270E-22
28856.000,1.272E-22
28857.000,1.274E-22
28858.000,1.276E-22
28859.000,1.278E-22
28860.000,1.280E-22
28861.000,1.282E-22
28862.000,1.284E-22
28863.000,1.286E-22
28864.000,1.289E-22
28865.000,1.292E-22
28866.000,1.295E-22
28867.000,1.298E-22
28868.000,1.301E-22
28869.000,1.304E-22
28870.000,1.307E-22
28871.000,1.310E-22
28872.000,1.313E-22
28873.000,1.320E-22
28874.000,1.327E-22
28875.000,1.334E-22
28876.000,1.341E-22
28877.000,1.347E-22
28878.000,1.354E-22
28879.000,1.361E-22
28880.000,1.368E-22
28881.000,1.375E-22
28882.000,1.388E-22
28883.000,1.400E-22
28884.000,1.413E-22
28885.000,1.426E-22
28886.000,1.438E-22
28887.000,1.451E-22
28888.000,1.464E-22
28889.000,1.476E-22
28890.000,1.489E-22
28891.000,1.507E-22
28892.000,1.524E-22
28893.000,1.542E-22
28894.000,1.559E-22
28895.000,1.577E-22
28896.000,1.594E-22
28897.000,1.612E-22
28898.000,1.629E-22
28899.000,1.647E-22
28900.000,1.668E-22
28901.000,1.689E-22
28902.000,1.710E-22
28903.000,1.731E-22
28904.000,1.753E-22
28905.000,1.774E-22
28906.000,1.795E-22
28907.000,1.816E-22
28908.000,1.837E-22
28909.000,1.857E-22
28910.000,1.877E-22
28911.000,1.897E-22
28912.000,1.917E-22
28913.000,1.937E-22
28914.000,1.957E-22
28915.000,1.977E-22
28916.000,1.997E-22
28917.000,2.017E-22
28918.000,2.033E-22
28919.000,2.048E-22
28920.000,2.064E-22
28921.000,2.080E-22
28922.000,2.095E-22
28923.000,2.111E-22
28924.000,2.127E-22
28925.000,2.142E-22
28926.000,2.158E-22
28927.000,2.169E-22
28928.000,2.179E-22
28929.000,2.190E-22
28930.000,2.201E-22
28931.000,2.211E-22
28932.000,2.222E-22
28933.000,2.233E-22
28934.000,2.243E-22
28935.000,2.254E-22
28936.000,2.268E-22
28937.000,2.283E-22
28938.000,2.297E-22
28939.000,2.312E-22
28940.000,2.326E-22
28941.000,2.341E-22
28942.000,2.355E-22
28943.000,2.370E-22
28944.000,2.384E-22
28945.000,2.407E-22
28946.000,2.431E-22
28947.000,2.454E-22
28948.000,2.478E-22
28949.000,2.501E-22
28950.000,2.525E-22
28951.000,2.548E-22
28952.000,2.572E-22
28953.000,2.595E-22
28954.000,2.626E-22
28955.000,2.656E-22
28956.000,2.687E-22
28957.000,2.717E-22
28958.000,2.748E-22
28959.000,2.778E-22
28960.000,2.809E-22
28961.000,2.839E-22
28962.000,2.870E-22
28963.000,2.908E-22
28964.000,2.945E-22
28965.000,2.983E-22
28966.000,3.021E-22
28967.000,3.058E-22
28968.000,3.096E-22
28969.000,3.134E-22
28970.000,3.172E-22
28971.000,3.209E-22
28972.000,3.247E-22
28973.000,3.301E-22
28974.000,3.355E-22
28975.000,3.408E-22
28976.000,3.462E-22
28977.000,3.516E-22
28978.000,3.570E-22
28979.000,3.623E-22
28980.000,3.677E-22
28981.000,3.731E-22
28982.000,3.796E-22
28983.000,3.860E-22
28984.000,3.925E-22
28985.000,3.989E-22
28986.000,4.054E-22
28987.000,3.726E-22
28988.000,3.785E-22
28989.000,3.841E-22
28990.000,3.893E-22
28991.000,3.945E-22
28992.000,4.016E-22
28993.000,4.038E-22
28994.000,4.069E-22
28995.000,4.111E-22
28996.000,4.159E-22
28997.000,4.303E-22
28998.000,4.371E-22
28999.000,4.433E-22
29000.000,4.491E-22
29001.000,4.556E-22
29002.000,4.678E-22
29003.000,4.746E-22
29004.000,4.796E-22
29005.000,4.856E-22
29006.000,4.916E-22
29007.000,4.975E-22
29008.000,5.123E-22
29009.000,5.194E-22
29010.000,5.274E-22
29011.000,5.361E-22
29012.000,5.438E-22
29013.000,5.579E-22
29014.000,5.649E-22
29015.000,5.719E-22
29016.000,5.777E-22
29017.000,5.848E-22
29018.000,6.009E-22
29019.000,6.094E-22
29020.000,6.196E-22
29021.000,6.305E-22
29022.000,6.410E-22
29023.000,6.516E-22
29024.000,6.731E-22
29025.000,6.839E-22
29026.000,6.936E-22
29027.000,7.044E-22
29028.000,7.142E-22
29029.000,7.319E-22
29030.000,7.399E-22
29031.000,7.498E-22
29032.000,7.595E-22
29033.000,7.707E-22
29034.000,7.958E-22
29035.000,8.079E-22
29036.000,8.194E-22
29037.000,8.297E-22
29038.000,8.412E-22
29039.000,8.524E-22
29040.000,8.782E-22
29041.000,8.928E-22
29042.000,9.062E-22
29043.000,9.192E-22
29044.000,9.302E-22
29045.000,9.511E-22
29046.000,9.599E-22
29047.000,9.704E-22
29048.000,9.842E-22
29049.000,9.981E-22
29050.000,1.015E-21
29051.000,1.045E-21
29052.000,1.059E-21
29053.000,1.071E-21
29054.000,1.083E-21
29055.000,1.095E-21
29056.000,1.119E-21
29057.000,1.131E-21
29058.000,1.142E-21
29059.000,1.154E-21
29060.000,1.165E-21
29061.000,1.185E-21
29062.000,1.197E-21
29063.000,1.210E-21
29064.000,1.222E-21
29065.000,1.232E-21
29066.000,1.242E-21
29067.000,1.255E-21
29068.000,1.260E-21
29069.000,1.264E-21
29070.000,1.267E-21
29071.000,1.270E-21
29072.000,1.274E-21
29073.000,1.274E-21
29074.000,1.273E-21
29075.000,1.270E-21
29076.000,1.262E-21
29077.000,1.253E-21
29078.000,1.227E-21
29079.000,1.211E-21
29080.000,1.191E-21
29081.000,1.166E-21
29082.000,1.138E-21
29083.000,1.066E-21
29084.000,1.024E-21
29085.000,9.785E-22
29086.000,9.303E-22
29087.000,8.789E-22
29088.000,8.282E-22
29089.000,7.371E-22
29090.000,6.985E-22
29091.000,6.646E-22
29092.000,6.339E-22
29093.000,6.055E-22
29094.000,5.585E-22
29095.000,5.406E-22
29096.000,5.247E-22
29097.000,5.111E-22
29098.000,4.994E-22
29099.000,4.880E-22
29100.000,4.678E-22
29101.000,4.609E-22
29102.000,4.549E-22
29103.000,4.504E-22
29104.000,4.460E-22
29105.000,4.376E-22
29106.000,4.336E-22
29107.000,4.293E-22
29108.000,4.264E-22
29109.000,4.245E-22
29110.000,4.253E-22
29111.000,4.247E-22
29112.000,4.242E-22
29113.000,4.241E-22
29114.000,4.229E-22
29115.000,4.215E-22
29116.000,4.219E-22
29117.000,4.225E-22
29118.000,4.237E-22
29119.000,4.245E-22
29120.000,4.259E-22
29121.000,4.270E-22
29122.000,4.295E-22
29123.000,4.308E-22
29124.000,4.328E-22
29125.000,4.351E-22
29126.000,4.370E-22
29127.000,4.419E-22
29128.000,4.442E-22
29129.000,4.454E-22
29130.000,4.479E-22
29131.000,4.485E-22
29132.000,4.510E-22
29133.000,4.545E-22
29134.000,4.552E-22
29135.000,4.557E-22
29136.000,4.560E-22
29137.000,4.573E-22
29138.000,4.566E-22
29139.000,4.546E-22
29140.000,4.529E-22
29141.000,4.502E-22
29142.000,4.458E-22
29143.000,4.412E-22
29144.000,4.300E-22
29145.000,4.218E-22
29146.000,4.130E-22
29147.000,4.049E-22
29148.000,3.967E-22
29149.000,3.861E-22
29150.000,3.663E-22
29151.000,3.579E-22
29152.000,3.471E-22
29153.000,3.373E-22
29154.000,3.277E-22
29155.000,3.187E-22
29156.000,3.035E-22
29157.000,2.966E-22
29158.000,2.908E-22
29159.000,2.866E-22
29160.000,2.833E-22
29161.000,2.757E-22
29162.000,2.737E-22
29163.000,2.717E-22
29164.000,2.690E-22
29165.000,2.658E-22
29166.000,2.650E-22
29167.000,2.600E-22
29168.000,2.560E-22
29169.000,2.541E-22
29170.000,2.516E-22
29171.000,2.496E-22
29172.000,2.466E-22
29173.000,2.396E-22
29174.000,2.353E-22
29175.000,2.298E-22
29176.000,2.248E-22
29177.000,2.199E-22
29178.000,2.150E-22
29179.000,2.125E-22
29180.000,2.097E-22
29181.000,2.079E-22
29182.000,2.050E-22
29183.000,2.020E-22
29184.000,1.982E-22
29185.000,1.974E-22
29186.000,1.967E-22
29187.000,1.953E-22
29188.000,1.944E-22
29189.000,1.933E-22
29190.000,1.924E-22
29191.000,1.929E-22
29192.000,1.921E-22
29193.000,1.935E-22
29194.000,1.935E-22
29195.000,1.939E-22
29196.000,1.966E-22
29197.000,1.980E-22
29198.000,1.985E-22
29199.000,1.976E-22
29200.000,1.981E-22
29201.000,1.998E-22
29202.000,2.020E-22
29203.000,2.043E-22
29204.000,2.075E-22
29205.000,2.085E-22
29206.000,2.084E-22
29207.000,2.101E-22
29208.000,2.116E-22
29209.000,2.124E-22
29210.000,2.149E-22
29211.000,2.161E-22
29212.000,2.160E-22
29213.000,2.188E-22
29214.000,2.214E-22
29215.000,2.236E-22
29216.000,2.266E-22
29217.000,2.307E-22
29218.000,2.331E-22
29219.000,2.381E-22
29220.000,2.403E-22
29221.000,2.414E-22
29222.000,2.417E-22
29223.000,2.428E-22
29224.000,2.442E-22
29225.000,2.466E-22
29226.000,2.494E-22
29227.000,2.522E-22
29228.000,2.528E-22
29229.000,2.542E-22
29230.000,2.566E-22
29231.000,2.605E-22
29232.000,2.633E-22
29233.000,2.657E-22
29234.000,2.673E-22
29235.000,2.679E-22
29236.000,2.705E-22
29237.000,2.705E-22
29238.000,2.708E-22
29239.000,2.704E-22
29240.000,2.698E-22
29241.000,2.688E-22
29242.000,2.690E-22
29243.000,2.685E-22
29244.000,2.677E-22
29245.000,2.670E-22
29246.000,2.663E-22
29247.000,2.652E-22
29248.000,2.650E-22
29249.000,2.641E-22
29250.000,2.640E-22
29251.000,2.638E-22
29252.000,2.653E-22
29253.000,2.670E-22
29254.000,2.680E-22
29255.000,2.688E-22
29256.000,2.686E-22
29257.000,2.687E-22
29258.000,2.686E-22
29259.000,2.705E-22
29260.000,2.742E-22
29261.000,2.753E-22
29262.000,2.743E-22
29263.000,2.744E-22
29264.000,2.744E-22
29265.000,2.746E-22
29266.000,2.788E-22
29267.000,2.805E-22
29268.000,2.826E-22
29269.000,2.827E-22
29270.000,2.839E-22
29271.000,2.848E-22
29272.000,2.905E-22
29273.000,2.927E-22
29274.000,2.961E-22
29275.000,3.000E-22
29276.000,3.020E-22
29277.000,3.038E-22
29278.000,3.076E-22
29279.000,3.105E-22
29280.000,3.120E-22
29281.000,3.149E-22
29282.000,3.175E-22
29283.000,3.195E-22
29284.000,3.247E-22
29285.000,3.286E-22
29286.000,3.329E-22
29287.000,3.368E-22
29288.000,3.408E-22
29289.000,3.450E-22
29290.000,3.513E-22
29291.000,3.527E-22
29292.000,3.571E-22
29293.000,3.601E-22
29294.000,3.636E-22
29295.000,3.663E-22
29296.000,3.738E-22
29297.000,3.785E-22
29298.000,3.838E-22
29299.000,3.907E-22
29300.000,3.964E-22
29301.000,4.037E-22
29302.000,4.129E-22
29303.000,4.177E-22
29304.000,4.227E-22
29305.000,4.282E-22
29306.000,4.322E-22
29307.000,4.361E-22
29308.000,4.431E-22
29309.000,4.468E-22
29310.000,4.521E-22
29311.000,4.573E-22
29312.000,4.640E-22
29313.000,4.705E-22
29314.000,4.849E-22
29315.000,4.918E-22
29316.000,4.974E-22
29317.000,5.047E-22
29318.000,5.110E-22
29319.000,5.174E-22
29320.000,5.312E-22
29321.000,5.386E-22
29322.000,5.450E-22
29323.000,5.511E-22
29324.000,5.597E-22
29325.000,5.688E-22
29326.000,5.776E-22
29327.000,5.958E-22
29328.000,6.041E-22
29329.000,6.103E-22
29330.000,6.158E-22
29331.000,6.215E-22
29332.000,6.293E-22
29333.000,6.483E-22
29334.000,6.584E-22
29335.000,6.689E-22
29336.000,6.784E-22
29337.000,6.889E-22
29338.000,6.993E-22
29339.000,7.221E-22
29340.000,7.326E-22
29341.000,7.440E-22
29342.000,7.537E-22
29343.000,7.641E-22
29344.000,7.747E-22
29345.000,7.931E-22
29346.000,8.031E-22
29347.000,8.129E-22
29348.000,8.253E-22
29349.000,8.372E-22
29350.000,8.511E-22
29351.000,8.764E-22
29352.000,8.890E-22
29353.000,9.023E-22
29354.000,9.153E-22
29355.000,9.287E-22
29356.000,9.433E-22
29357.000,9.588E-22
29358.000,9.903E-22
29359.000,1.006E-21
29360.000,1.022E-21
29361.000,1.037E-21
29362.000,1.050E-21
29363.000,1.063E-21
29364.000,1.086E-21
29365.000,1.099E-21
29366.000,1.114E-21
29367.000,1.129E-21
29368.000,1.147E-21
29369.000,1.165E-21
29370.000,1.199E-21
29371.000,1.216E-21
29372.000,1.231E-21
29373.000,1.246E-21
