wavenumber (1/cm),cross section (cm^2)
21466.000,3.456E-22
21467.000,3.457E-22
21468.000,3.458E-22
21469.000,3.460E-22
21470.000,3.461E-22
21471.000,3.463E-22
21472.000,3.465E-22
21473.000,3.466E-22
21474.000,3.467E-22
21475.000,3.469E-22
21476.000,3.472E-22
21477.000,3.474E-22
21478.000,3.477E-22
21479.000,3.479E-22
21480.000,3.482E-22
21481.000,3.484E-22
21482.000,3.487E-22
21483.000,3.489E-22
21484.000,3.492E-22
21485.000,3.494E-22
21486.000,3.497E-22
21487.000,3.500E-22
21488.000,3.504E-22
21489.000,3.507E-22
21490.000,3.511E-22
21491.000,3.514E-22
21492.000,3.518E-22
21493.000,3.521E-22
21494.000,3.525E-22
21495.000,3.528E-22
21496.000,3.532E-22
21497.000,3.535E-22
21498.000,3.539E-22
21499.000,3.544E-22
21500.000,3.548E-22
21501.000,3.552E-22
21502.000,3.556E-22
21503.000,3.561E-22
21504.000,3.565E-22
21505.000,3.569E-22
21506.000,3.573E-22
21507.000,3.578E-22
21508.000,3.582E-22
21509.000,3.587E-22
21510.000,3.592E-22
21511.000,3.596E-22
21512.000,3.601E-22
21513.000,3.606E-22
21514.000,3.611E-22
21515.000,3.616E-22
21516.000,3.621E-22
21517.000,3.625E-22
21518.000,3.630E-22
21519.000,3.635E-22
21520.000,3.641E-22
21521.000,3.646E-22
21522.000,3.652E-22
21523.000,3.657E-22
21524.000,3.663E-22
21525.000,3.668E-22
21526.000,3.674E-22
21527.000,3.679E-22
21528.000,3.685E-22
21529.000,3.690E-22
21530.000,3.696E-22
21531.000,3.702E-22
21532.000,3.708E-22
21533.000,3.714E-22
21534.000,3.720E-22
21535.000,3.726E-22
21536.000,3.732E-22
21537.000,3.738E-22
21538.000,3.744E-22
21539.000,3.750E-22
21540.000,3.756E-22
21541.000,3.762E-22
21542.000,3.768E-22
21543.000,3.774E-22
21544.000,3.781E-22
21545.000,3.787E-22
21546.000,3.793E-22
21547.000,3.799E-22
21548.000,3.805E-22
21549.000,3.811E-22
21550.000,3.818E-22
21551.000,3.824E-22
21552.000,3.830E-22
21553.000,3.836E-22
21554.000,3.843E-22
21555.000,3.849E-22
21556.000,3.855E-22
21557.000,3.862E-22
21558.000,3.868E-22
21559.000,3.875E-22
21560.000,3.881E-22
21561.000,3.887E-22
21562.000,3.894E-22
21563.000,3.900E-22
21564.000,3.906E-22
21565.000,3.912E-22
21566.000,3.919E-22
21567.000,3.925E-22
21568.000,3.931E-22
21569.000,3.937E-22
21570.000,3.943E-22
21571.000,3.949E-22
21572.000,3.956E-22
21573.000,3.962E-22
21574.000,3.968E-22
21575.000,3.974E-22
21576.000,3.980E-22
21577.000,3.986E-22
21578.000,3.992E-22
21579.000,3.998E-22
21580.000,4.003E-22
21581.000,4.009E-22
21582.000,4.015E-22
21583.000,4.021E-22
21584.000,4.027E-22
21585.000,4.033E-22
21586.000,4.038E-22
21587.000,4.044E-22
21588.000,4.049E-22
21589.000,4.055E-22
21590.000,4.060E-22
21591.000,4.066E-22
21592.000,4.071E-22
21593.000,4.077E-22
21594.000,4.082E-22
21595.000,4.088E-22
21596.000,4.093E-22
21597.000,4.098E-22
21598.000,4.103E-22
21599.000,4.107E-22
21600.000,4.112E-22
21601.000,4.117E-22
21602.000,4.122E-22
21603.000,4.127E-22
21604.000,4.132E-22
21605.000,4.136E-22
21606.000,4.141E-22
21607.000,4.146E-22
21608.000,4.150E-22
21609.000,4.154E-22
21610.000,4.158E-22
21611.000,4.162E-22
21612.000,4.166E-22
21613.000,4.170E-22
21614.000,4.173E-22
21615.000,4.177E-22
21616.000,4.181E-22
21617.000,4.185E-22
21618.000,4.189E-22
21619.000,4.193E-22
21620.000,4.196E-22
21621.000,4.199E-22
21622.000,4.202E-22
21623.000,4.205E-22
21624.000,4.208E-22
21625.000,4.212E-22
21626.000,4.215E-22
21627.000,4.218E-22
21628.000,4.221E-22
21629.000,4.224E-22
21630.000,4.227E-22
21631.000,4.229E-22
21632.000,4.231E-22
21633.000,4.234E-22
21634.000,4.236E-22
21635.000,4.238E-22
21636.000,4.240E-22
21637.000,4.242E-22
21638.000,4.244E-22
21639.000,4.247E-22
21640.000,4.249E-22
21641.000,4.251E-22
21642.000,4.252E-22
21643.000,4.253E-22
21644.000,4.253E-22
21645.000,4.254E-22
21646.000,4.255E-22
21647.000,4.256E-22
21648.000,4.257E-22
21649.000,4.258E-22
21650.000,4.258E-22
21651.000,4.259E-22
21652.000,4.260E-22
21653.000,4.260E-22
21654.000,4.259E-22
21655.000,4.259E-22
21656.000,4.259E-22
21657.000,4.259E-22
21658.000,4.258E-22
21659.000,4.258E-22
21660.000,4.258E-22
21661.000,4.258E-22
21662.000,4.257E-22
21663.000,4.257E-22
21664.000,4.255E-22
21665.000,4.254E-22
21666.000,4.252E-22
21667.000,4.251E-22
21668.000,4.249E-22
21669.000,4.248E-22
21670.000,4.246E-22
21671.000,4.245E-22
21672.000,4.243E-22
21673.000,4.242E-22
21674.000,4.240E-22
21675.000,4.237E-22
21676.000,4.234E-22
21677.000,4.232E-22
21678.000,4.229E-22
21679.000,4.226E-22
21680.000,4.223E-22
21681.000,4.220E-22
21682.000,4.217E-22
21683.000,4.215E-22
21684.000,4.212E-22
21685.000,4.209E-22
21686.000,4.205E-22
21687.000,4.202E-22
21688.000,4.198E-22
21689.000,4.194E-22
21690.000,4.191E-22
21691.000,4.187E-22
21692.000,4.183E-22
21693.000,4.180E-22
21694.000,4.176E-22
21695.000,4.172E-22
21696.000,4.169E-22
21697.000,4.165E-22
21698.000,4.160E-22
21699.000,4.155E-22
21700.000,4.150E-22
21701.000,4.145E-22
21702.000,4.140E-22
21703.000,4.135E-22
21704.000,4.130E-22
21705.000,4.125E-22
21706.000,4.120E-22
21707.000,4.115E-22
21708.000,4.110E-22
21709.000,4.104E-22
21710.000,4.098E-22
21711.000,4.092E-22
21712.000,4.086E-22
21713.000,4.080E-22
21714.000,4.073E-22
21715.000,4.067E-22
21716.000,4.061E-22
21717.000,4.055E-22
21718.000,4.049E-22
21719.000,4.043E-22
21720.000,4.036E-22
21721.000,4.029E-22
21722.000,4.023E-22
21723.000,4.016E-22
21724.000,4.009E-22
21725.000,4.002E-22
21726.000,3.995E-22
21727.000,3.988E-22
21728.000,3.982E-22
21729.000,3.975E-22
21730.000,3.968E-22
21731.000,3.961E-22
21732.000,3.953E-22
21733.000,3.946E-22
21734.000,3.939E-22
21735.000,3.931E-22
21736.000,3.924E-22
21737.000,3.916E-22
21738.000,3.909E-22
21739.000,3.902E-22
21740.000,3.894E-22
21741.000,3.887E-22
21742.000,3.880E-22
21743.000,3.873E-22
21744.000,3.865E-22
21745.000,3.858E-22
21746.000,3.851E-22
21747.000,3.844E-22
21748.000,3.836E-22
21749.000,3.829E-22
21750.000,3.822E-22
21751.000,3.815E-22
21752.000,3.807E-22
21753.000,3.800E-22
21754.000,3.792E-22
21755.000,3.783E-22
21756.000,3.775E-22
21757.000,3.767E-22
21758.000,3.758E-22
21759.000,3.750E-22
21760.000,3.741E-22
21761.000,3.733E-22
21762.000,3.725E-22
21763.000,3.716E-22
21764.000,3.708E-22
21765.000,3.700E-22
21766.000,3.691E-22
21767.000,3.683E-22
21768.000,3.675E-22
21769.000,3.666E-22
21770.000,3.658E-22
21771.000,3.649E-22
21772.000,3.641E-22
21773.000,3.633E-22
21774.000,3.624E-22
21775.000,3.616E-22
21776.000,3.607E-22
21777.000,3.599E-22
21778.000,3.590E-22
21779.000,3.581E-22
21780.000,3.573E-22
21781.000,3.564E-22
21782.000,3.556E-22
21783.000,3.547E-22
21784.000,3.538E-22
21785.000,3.530E-22
21786.000,3.521E-22
21787.000,3.513E-22
21788.000,3.505E-22
21789.000,3.497E-22
21790.000,3.489E-22
21791.000,3.481E-22
21792.000,3.473E-22
21793.000,3.466E-22
21794.000,3.458E-22
21795.000,3.450E-22
21796.000,3.442E-22
21797.000,3.434E-22
21798.000,3.426E-22
21799.000,3.417E-22
21800.000,3.408E-22
21801.000,3.400E-22
21802.000,3.391E-22
21803.000,3.382E-22
21804.000,3.373E-22
21805.000,3.364E-22
21806.000,3.355E-22
21807.000,3.347E-22
21808.000,3.338E-22
21809.000,3.329E-22
21810.000,3.320E-22
21811.000,3.311E-22
21812.000,3.303E-22
21813.000,3.294E-22
21814.000,3.285E-22
21815.000,3.276E-22
21816.000,3.267E-22
21817.000,3.258E-22
21818.000,3.250E-22
21819.000,3.241E-22
21820.000,3.232E-22
21821.000,3.224E-22
21822.000,3.216E-22
21823.000,3.207E-22
21824.000,3.199E-22
21825.000,3.191E-22
21826.000,3.183E-22
21827.000,3.175E-22
21828.000,3.167E-22
21829.000,3.159E-22
21830.000,3.150E-22
21831.000,3.142E-22
21832.000,3.134E-22
21833.000,3.125E-22
21834.000,3.117E-22
21835.000,3.108E-22
21836.000,3.099E-22
21837.000,3.091E-22
21838.000,3.082E-22
21839.000,3.074E-22
21840.000,3.065E-22
21841.000,3.056E-22
21842.000,3.048E-22
21843.000,3.039E-22
21844.000,3.030E-22
21845.000,3.021E-22
21846.000,3.013E-22
21847.000,3.004E-22
21848.000,2.995E-22
21849.000,2.986E-22
21850.000,2.977E-22
21851.000,2.968E-22
21852.000,2.960E-22
21853.000,2.951E-22
21854.000,2.942E-22
21855.000,2.934E-22
21856.000,2.926E-22
21857.000,2.919E-22
21858.000,2.911E-22
21859.000,2.903E-22
21860.000,2.895E-22
21861.000,2.888E-22
21862.000,2.880E-22
21863.000,2.872E-22
21864.000,2.865E-22
21865.000,2.857E-22
21866.000,2.849E-22
21867.000,2.840E-22
21868.000,2.832E-22
21869.000,2.823E-22
21870.000,2.815E-22
21871.000,2.806E-22
21872.000,2.798E-22
21873.000,2.789E-22
21874.000,2.781E-22
21875.000,2.772E-22
21876.000,2.764E-22
21877.000,2.755E-22
21878.000,2.747E-22
21879.000,2.740E-22
21880.000,2.732E-22
21881.000,2.725E-22
21882.000,2.717E-22
21883.000,2.710E-22
21884.000,2.702E-22
21885.000,2.695E-22
21886.000,2.687E-22
21887.000,2.680E-22
21888.000,2.672E-22
21889.000,2.665E-22
21890.000,2.657E-22
21891.000,2.649E-22
21892.000,2.641E-22
21893.000,2.633E-22
21894.000,2.625E-22
21895.000,2.616E-22
21896.000,2.608E-22
21897.000,2.600E-22
21898.000,2.592E-22
21899.000,2.584E-22
21900.000,2.576E-22
21901.000,2.568E-22
21902.000,2.561E-22
21903.000,2.553E-22
21904.000,2.545E-22
21905.000,2.538E-22
21906.000,2.530E-22
21907.000,2.523E-22
21908.000,2.515E-22
21909.000,2.507E-22
21910.000,2.500E-22
21911.000,2.492E-22
21912.000,2.485E-22
21913.000,2.479E-22
21914.000,2.472E-22
21915.000,2.465E-22
21916.000,2.459E-22
21917.000,2.452E-22
21918.000,2.445E-22
21919.000,2.439E-22
21920.000,2.432E-22
21921.000,2.425E-22
21922.000,2.419E-22
21923.000,2.412E-22
21924.000,2.405E-22
21925.000,2.398E-22
21926.000,2.392E-22
21927.000,2.385E-22
21928.000,2.378E-22
21929.000,2.371E-22
21930.000,2.364E-22
21931.000,2.357E-22
21932.000,2.351E-22
21933.000,2.344E-22
21934.000,2.337E-22
21935.000,2.331E-22
21936.000,2.326E-22
21937.000,2.320E-22
21938.000,2.314E-22
21939.000,2.309E-22
21940.000,2.303E-22
21941.000,2.297E-22
21942.000,2.292E-22
21943.000,2.286E-22
21944.000,2.280E-22
21945.000,2.275E-22
21946.000,2.269E-22
21947.000,2.264E-22
21948.000,2.258E-22
21949.000,2.253E-22
21950.000,2.247E-22
21951.000,2.242E-22
21952.000,2.236E-22
21953.000,2.231E-22
21954.000,2.225E-22
21955.000,2.220E-22
21956.000,2.214E-22
21957.000,2.209E-22
21958.000,2.204E-22
21959.000,2.200E-22
21960.000,2.195E-22
21961.000,2.191E-22
21962.000,2.186E-22
21963.000,2.181E-22
21964.000,2.177E-22
21965.000,2.172E-22
21966.000,2.168E-22
21967.000,2.163E-22
21968.000,2.159E-22
21969.000,2.154E-22
21970.000,2.150E-22
21971.000,2.146E-22
21972.000,2.141E-22
21973.000,2.137E-22
21974.000,2.133E-22
21975.000,2.129E-22
21976.000,2.125E-22
21977.000,2.121E-22
21978.000,2.116E-22
21979.000,2.112E-22
21980.000,2.108E-22
21981.000,2.105E-22
21982.000,2.102E-22
21983.000,2.099E-22
21984.000,2.095E-22
21985.000,2.092E-22
21986.000,2.089E-22
21987.000,2.086E-22
21988.000,2.083E-22
21989.000,2.079E-22
21990.000,2.076E-22
21991.000,2.073E-22
21992.000,2.070E-22
21993.000,2.067E-22
21994.000,2.065E-22
21995.000,2.062E-22
21996.000,2.059E-22
21997.000,2.056E-22
21998.000,2.054E-22
21999.000,2.051E-22
22000.000,2.048E-22
22001.000,2.045E-22
22002.000,2.043E-22
22003.000,2.040E-22
22004.000,2.038E-22
22005.000,2.037E-22
22006.000,2.035E-22
22007.000,2.033E-22
22008.000,2.031E-22
22009.000,2.030E-22
22010.000,2.028E-22
22011.000,2.026E-22
22012.000,2.024E-22
22013.000,2.022E-22
22014.000,2.021E-22
22015.000,2.019E-22
22016.000,2.018E-22
22017.000,2.016E-22
22018.000,2.015E-22
22019.000,2.014E-22
22020.000,2.013E-22
22021.000,2.011E-22
22022.000,2.010E-22
22023.000,2.009E-22
22024.000,2.008E-22
22025.000,2.006E-22
22026.000,2.005E-22
22027.000,2.004E-22
22028.000,2.004E-22
22029.000,2.003E-22
22030.000,2.003E-22
22031.000,2.002E-22
22032.000,2.001E-22
22033.000,2.001E-22
22034.000,2.000E-22
22035.000,2.000E-22
22036.000,1.999E-22
22037.000,1.999E-22
22038.000,1.998E-22
22039.000,1.998E-22
22040.000,1.998E-22
22041.000,1.998E-22
22042.000,1.998E-22
22043.000,1.998E-22
22044.000,1.997E-22
22045.000,1.997E-22
22046.000,1.997E-22
22047.000,1.997E-22
22048.000,1.997E-22
22049.000,1.997E-22
22050.000,1.997E-22
22051.000,1.997E-22
22052.000,1.998E-22
22053.000,1.998E-22
22054.000,1.999E-22
22055.000,1.999E-22
22056.000,2.000E-22
22057.000,2.000E-22
22058.000,2.001E-22
22059.000,2.001E-22
22060.000,2.002E-22
22061.000,2.002E-22
22062.000,2.003E-22
22063.000,2.003E-22
22064.000,2.004E-22
22065.000,2.005E-22
22066.000,2.005E-22
22067.000,2.006E-22
22068.000,2.007E-22
22069.000,2.007E-22
22070.000,2.008E-22
22071.000,2.009E-22
22072.000,2.009E-22
22073.000,2.010E-22
22074.000,2.011E-22
22075.000,2.012E-22
22076.000,2.012E-22
22077.000,2.013E-22
22078.000,2.014E-22
22079.000,2.015E-22
22080.000,2.016E-22
22081.000,2.017E-22
22082.000,2.017E-22
22083.000,2.018E-22
22084.000,2.019E-22
22085.000,2.020E-22
22086.000,2.021E-22
22087.000,2.022E-22
22088.000,2.023E-22
22089.000,2.024E-22
22090.000,2.025E-22
22091.000,2.025E-22
22092.000,2.026E-22
22093.000,2.027E-22
22094.000,2.028E-22
22095.000,2.029E-22
22096.000,2.030E-22
22097.000,2.031E-22
22098.000,2.032E-22
22099.000,2.033E-22
22100.000,2.034E-22
22101.000,2.035E-22
22102.000,2.035E-22
22103.000,2.036E-22
22104.000,2.037E-22
22105.000,2.038E-22
22106.000,2.039E-22
22107.000,2.040E-22
22108.000,2.041E-22
22109.000,2.042E-22
22110.000,2.043E-22
22111.000,2.044E-22
22112.000,2.045E-22
22113.000,2.046E-22
22114.000,2.046E-22
22115.000,2.047E-22
22116.000,2.048E-22
22117.000,2.049E-22
22118.000,2.050E-22
22119.000,2.051E-22
22120.000,2.052E-22
22121.000,2.053E-22
22122.000,2.053E-22
22123.000,2.054E-22
22124.000,2.055E-22
22125.000,2.055E-22
22126.000,2.056E-22
22127.000,2.057E-22
22128.000,2.058E-22
22129.000,2.059E-22
22130.000,2.059E-22
22131.000,2.060E-22
22132.000,2.061E-22
22133.000,2.061E-22
22134.000,2.062E-22
22135.000,2.063E-22
22136.000,2.063E-22
22137.000,2.064E-22
22138.000,2.065E-22
22139.000,2.065E-22
22140.000,2.066E-22
22141.000,2.067E-22
22142.000,2.067E-22
22143.000,2.068E-22
22144.000,2.068E-22
22145.000,2.069E-22
22146.000,2.069E-22
22147.000,2.070E-22
22148.000,2.070E-22
22149.000,2.071E-22
22150.000,2.071E-22
22151.000,2.072E-22
22152.000,2.072E-22
22153.000,2.073E-22
22154.000,2.073E-22
22155.000,2.073E-22
22156.000,2.074E-22
22157.000,2.074E-22
22158.000,2.074E-22
22159.000,2.074E-22
22160.000,2.075E-22
22161.000,2.075E-22
22162.000,2.075E-22
22163.000,2.075E-22
22164.000,2.075E-22
22165.000,2.076E-22
22166.000,2.076E-22
22167.000,2.076E-22
22168.000,2.075E-22
22169.000,2.075E-22
22170.000,2.075E-22
22171.000,2.074E-22
22172.000,2.074E-22
22173.000,2.074E-22
22174.000,2.073E-22
22175.000,2.073E-22
22176.000,2.073E-22
22177.000,2.072E-22
22178.000,2.072E-22
22179.000,2.071E-22
22180.000,2.070E-22
22181.000,2.069E-22
22182.000,2.068E-22
22183.000,2.067E-22
22184.000,2.066E-22
22185.000,2.064E-22
22186.000,2.063E-22
22187.000,2.062E-22
22188.000,2.061E-22
22189.000,2.060E-22
22190.000,2.059E-22
22191.000,2.057E-22
22192.000,2.055E-22
22193.000,2.053E-22
22194.000,2.051E-22
22195.000,2.049E-22
22196.000,2.048E-22
22197.000,2.046E-22
22198.000,2.044E-22
22199.000,2.042E-22
22200.000,2.040E-22
22201.000,2.038E-22
22202.000,2.036E-22
22203.000,2.034E-22
22204.000,2.032E-22
22205.000,2.030E-22
22206.000,2.028E-22
22207.000,2.026E-22
22208.000,2.024E-22
22209.000,2.022E-22
22210.000,2.020E-22
22211.000,2.018E-22
22212.000,2.016E-22
22213.000,2.014E-22
22214.000,2.011E-22
22215.000,2.007E-22
22216.000,2.004E-22
22217.000,2.001E-22
22218.000,1.997E-22
22219.000,1.994E-22
22220.000,1.991E-22
22221.000,1.987E-22
22222.000,1.984E-22
22223.000,1.981E-22
22224.000,1.977E-22
22225.000,1.974E-22
22226.000,1.970E-22
22227.000,1.966E-22
22228.000,1.962E-22
22229.000,1.958E-22
22230.000,1.954E-22
22231.000,1.951E-22
22232.000,1.947E-22
22233.000,1.943E-22
22234.000,1.939E-22
22235.000,1.935E-22
22236.000,1.931E-22
22237.000,1.927E-22
22238.000,1.923E-22
22239.000,1.919E-22
22240.000,1.915E-22
22241.000,1.911E-22
22242.000,1.907E-22
22243.000,1.903E-22
22244.000,1.898E-22
22245.000,1.894E-22
22246.000,1.890E-22
22247.000,1.886E-22
22248.000,1.882E-22
22249.000,1.878E-22
22250.000,1.874E-22
22251.000,1.870E-22
22252.000,1.866E-22
22253.000,1.862E-22
22254.000,1.858E-22
22255.000,1.853E-22
22256.000,1.849E-22
22257.000,1.845E-22
22258.000,1.841E-22
22259.000,1.837E-22
22260.000,1.833E-22
22261.000,1.829E-22
22262.000,1.824E-22
22263.000,1.820E-22
22264.000,1.815E-22
22265.000,1.810E-22
22266.000,1.806E-22
22267.000,1.801E-22
22268.000,1.797E-22
22269.000,1.792E-22
22270.000,1.787E-22
22271.000,1.783E-22
22272.000,1.778E-22
22273.000,1.774E-22
22274.000,1.770E-22
22275.000,1.766E-22
22276.000,1.762E-22
22277.000,1.758E-22
22278.000,1.754E-22
22279.000,1.749E-22
22280.000,1.745E-22
22281.000,1.741E-22
22282.000,1.737E-22
22283.000,1.733E-22
22284.000,1.729E-22
22285.000,1.725E-22
22286.000,1.721E-22
22287.000,1.717E-22
22288.000,1.713E-22
22289.000,1.709E-22
22290.000,1.705E-22
22291.000,1.701E-22
22292.000,1.697E-22
22293.000,1.693E-22
22294.000,1.689E-22
22295.000,1.685E-22
22296.000,1.681E-22
22297.000,1.677E-22
22298.000,1.674E-22
22299.000,1.670E-22
22300.000,1.666E-22
22301.000,1.663E-22
22302.000,1.659E-22
22303.000,1.655E-22
22304.000,1.652E-22
22305.000,1.648E-22
22306.000,1.644E-22
22307.000,1.641E-22
22308.000,1.637E-22
22309.000,1.634E-22
22310.000,1.630E-22
22311.000,1.627E-22
22312.000,1.624E-22
22313.000,1.620E-22
22314.000,1.617E-22
22315.000,1.614E-22
22316.000,1.610E-22
22317.000,1.607E-22
22318.000,1.604E-22
22319.000,1.600E-22
22320.000,1.597E-22
22321.000,1.594E-22
22322.000,1.592E-22
22323.000,1.589E-22
22324.000,1.586E-22
22325.000,1.584E-22
22326.000,1.581E-22
22327.000,1.578E-22
22328.000,1.576E-22
22329.000,1.573E-22
22330.000,1.570E-22
22331.000,1.568E-22
22332.000,1.565E-22
22333.000,1.563E-22
22334.000,1.561E-22
22335.000,1.558E-22
22336.000,1.556E-22
22337.000,1.554E-22
22338.000,1.551E-22
22339.000,1.549E-22
22340.000,1.547E-22
22341.000,1.545E-22
22342.000,1.543E-22
22343.000,1.540E-22
22344.000,1.538E-22
22345.000,1.536E-22
22346.000,1.535E-22
22347.000,1.533E-22
22348.000,1.532E-22
22349.000,1.530E-22
22350.000,1.528E-22
22351.000,1.527E-22
22352.000,1.525E-22
22353.000,1.524E-22
22354.000,1.522E-22
22355.000,1.521E-22
22356.000,1.519E-22
22357.000,1.518E-22
22358.000,1.517E-22
22359.000,1.516E-22
22360.000,1.515E-22
22361.000,1.514E-22
22362.000,1.513E-22
22363.000,1.512E-22
22364.000,1.511E-22
22365.000,1.510E-22
22366.000,1.509E-22
22367.000,1.508E-22
22368.000,1.507E-22
22369.000,1.507E-22
22370.000,1.506E-22
22371.000,1.506E-22
22372.000,1.506E-22
22373.000,1.505E-22
22374.000,1.505E-22
22375.000,1.505E-22
22376.000,1.504E-22
22377.000,1.504E-22
22378.000,1.504E-22
22379.000,1.503E-22
22380.000,1.503E-22
22381.000,1.503E-22
22382.000,1.503E-22
22383.000,1.503E-22
22384.000,1.504E-22
22385.000,1.504E-22
22386.000,1.504E-22
22387.000,1.504E-22
22388.000,1.504E-22
22389.000,1.505E-22
22390.000,1.505E-22
22391.000,1.505E-22
22392.000,1.505E-22
22393.000,1.506E-22
22394.000,1.507E-22
22395.000,1.507E-22
22396.000,1.508E-22
22397.000,1.509E-22
22398.000,1.510E-22
22399.000,1.511E-22
22400.000,1.512E-22
22401.000,1.513E-22
22402.000,1.513E-22
22403.000,1.514E-22
22404.000,1.515E-22
22405.000,1.516E-22
22406.000,1.517E-22
22407.000,1.518E-22
22408.000,1.520E-22
22409.000,1.521E-22
22410.000,1.522E-22
22411.000,1.523E-22
22412.000,1.524E-22
22413.000,1.525E-22
22414.000,1.527E-22
22415.000,1.528E-22
22416.000,1.529E-22
22417.000,1.531E-22
22418.000,1.532E-22
22419.000,1.534E-22
22420.000,1.536E-22
22421.000,1.537E-22
22422.000,1.539E-22
22423.000,1.541E-22
22424.000,1.542E-22
22425.000,1.544E-22
22426.000,1.546E-22
22427.000,1.547E-22
22428.000,1.549E-22
22429.000,1.551E-22
22430.000,1.553E-22
22431.000,1.555E-22
22432.000,1.557E-22
22433.000,1.559E-22
22434.000,1.562E-22
22435.000,1.564E-22
22436.000,1.566E-22
22437.000,1.568E-22
22438.000,1.570E-22
22439.000,1.572E-22
22440.000,1.574E-22
22441.000,1.576E-22
22442.000,1.579E-22
22443.000,1.581E-22
22444.000,1.583E-22
22445.000,1.586E-22
22446.000,1.588E-22
22447.000,1.590E-22
22448.000,1.593E-22
22449.000,1.595E-22
22450.000,1.597E-22
22451.000,1.600E-22
22452.000,1.602E-22
22453.000,1.604E-22
22454.000,1.607E-22
22455.000,1.610E-22
22456.000,1.612E-22
22457.000,1.615E-22
22458.000,1.617E-22
22459.000,1.620E-22
22460.000,1.622E-22
22461.000,1.625E-22
22462.000,1.627E-22
22463.000,1.630E-22
22464.000,1.632E-22
22465.000,1.635E-22
22466.000,1.638E-22
22467.000,1.640E-22
22468.000,1.643E-22
22469.000,1.646E-22
22470.000,1.648E-22
22471.000,1.651E-22
22472.000,1.654E-22
22473.000,1.657E-22
22474.000,1.660E-22
22475.000,1.662E-22
22476.000,1.665E-22
22477.000,1.668E-22
22478.000,1.670E-22
22479.000,1.673E-22
22480.000,1.676E-22
22481.000,1.679E-22
22482.000,1.682E-22
22483.000,1.684E-22
22484.000,1.687E-22
22485.000,1.690E-22
22486.000,1.692E-22
22487.000,1.695E-22
22488.000,1.698E-22
22489.000,1.701E-22
22490.000,1.703E-22
22491.000,1.706E-22
22492.000,1.708E-22
22493.000,1.711E-22
22494.000,1.714E-22
22495.000,1.716E-22
22496.000,1.719E-22
22497.000,1.721E-22
22498.000,1.724E-22
22499.000,1.726E-22
22500.000,1.729E-22
22501.000,1.731E-22
22502.000,1.733E-22
22503.000,1.736E-22
22504.000,1.738E-22
22505.000,1.740E-22
22506.000,1.742E-22
22507.000,1.745E-22
22508.000,1.747E-22
22509.000,1.749E-22
22510.000,1.751E-22
22511.000,1.754E-22
22512.000,1.756E-22
22513.000,1.758E-22
22514.000,1.760E-22
22515.000,1.763E-22
22516.000,1.765E-22
22517.000,1.767E-22
22518.000,1.769E-22
22519.000,1.771E-22
22520.000,1.774E-22
22521.000,1.776E-22
22522.000,1.778E-22
22523.000,1.780E-22
22524.000,1.783E-22
22525.000,1.785E-22
22526.000,1.787E-22
22527.000,1.789E-22
22528.000,1.791E-22
22529.000,1.792E-22
22530.000,1.794E-22
22531.000,1.796E-22
22532.000,1.798E-22
22533.000,1.800E-22
22534.000,1.801E-22
22535.000,1.803E-22
22536.000,1.805E-22
22537.000,1.807E-22
22538.000,1.808E-22
22539.000,1.810E-22
22540.000,1.811E-22
22541.000,1.813E-22
22542.000,1.814E-22
22543.000,1.816E-22
22544.000,1.817E-22
22545.000,1.818E-22
22546.000,1.820E-22
22547.000,1.821E-22
22548.000,1.823E-22
22549.000,1.824E-22
22550.000,1.825E-22
22551.000,1.826E-22
22552.000,1.826E-22
22553.000,1.827E-22
22554.000,1.828E-22
22555.000,1.829E-22
22556.000,1.830E-22
22557.000,1.831E-22
22558.000,1.832E-22
22559.000,1.832E-22
22560.000,1.833E-22
22561.000,1.834E-22
22562.000,1.834E-22
22563.000,1.835E-22
22564.000,1.835E-22
22565.000,1.835E-22
22566.000,1.836E-22
22567.000,1.836E-22
22568.000,1.836E-22
22569.000,1.836E-22
22570.000,1.837E-22
22571.000,1.837E-22
22572.000,1.837E-22
22573.000,1.838E-22
22574.000,1.838E-22
22575.000,1.838E-22
22576.000,1.838E-22
22577.000,1.837E-22
22578.000,1.837E-22
22579.000,1.837E-22
22580.000,1.837E-22
22581.000,1.837E-22
22582.000,1.837E-22
22583.000,1.837E-22
22584.000,1.836E-22
22585.000,1.836E-22
22586.000,1.836E-22
22587.000,1.835E-22
22588.000,1.834E-22
22589.000,1.833E-22
22590.000,1.833E-22
22591.000,1.832E-22
22592.000,1.831E-22
22593.000,1.830E-22
22594.000,1.829E-22
22595.000,1.829E-22
22596.000,1.828E-22
22597.000,1.827E-22
22598.000,1.826E-22
22599.000,1.825E-22
22600.000,1.823E-22
22601.000,1.822E-22
22602.000,1.820E-22
22603.000,1.819E-22
22604.000,1.817E-22
22605.000,1.816E-22
22606.000,1.815E-22
22607.000,1.813E-22
22608.000,1.812E-22
22609.000,1.810E-22
22610.000,1.809E-22
22611.000,1.807E-22
22612.000,1.806E-22
22613.000,1.804E-22
22614.000,1.803E-22
22615.000,1.801E-22
22616.000,1.799E-22
22617.000,1.798E-22
22618.000,1.796E-22
22619.000,1.794E-22
22620.000,1.793E-22
22621.000,1.791E-22
22622.000,1.790E-22
22623.000,1.788E-22
22624.000,1.786E-22
22625.000,1.783E-22
22626.000,1.781E-22
22627.000,1.778E-22
22628.000,1.776E-22
22629.000,1.773E-22
