wavenumber[1/cm],cross section[cm^2]
813.5371102806956,4.648e-20
813.5491632168073,5.821e-20
813.5612161529189,5.201e-20
813.5732690890304,4.932e-20
813.585322025142,5.514e-20
813.5973749612536,5.094e-20
813.6094278973652,4.997e-20
813.6214808334768,5.767e-20
813.6335337695884,5.652e-20
813.6455867057,5.245e-20
813.6576396418116,5.712e-20
813.6696925779231,6.133e-20
813.6817455140348,5.895e-20
813.6937984501463,5.605e-20
813.7058513862579,5.393e-20
813.7179043223695,5.17e-20
813.7299572584811,5.504e-20
813.7420101945927,5.816e-20
813.7540631307043,5.206e-20
813.7661160668159,5.061e-20
813.7781690029275,5.525e-20
813.790221939039,4.864e-20
813.8022748751506,4.329e-20
813.8143278112623,5.111e-20
813.8263807473738,5.188e-20
813.8384336834854,4.22e-20
813.850486619597,3.876e-20
813.8625395557086,4.462e-20
813.8745924918202,5.192e-20
813.8866454279317,5.044e-20
813.8986983640433,4.291e-20
813.910751300155,4.451e-20
813.9228042362665,5.292e-20
813.9348571723781,5.473e-20
813.9469101084898,5.14e-20
813.9589630446013,5.209e-20
813.9710159807129,5.589e-20
813.9830689168244,5.35e-20
813.9951218529361,4.937e-20
814.0071747890477,5.485e-20
814.0192277251592,5.739e-20
814.0312806612708,5.023e-20
814.0433335973825,5.321e-20
814.055386533494,6.174e-20
814.0674394696056,5.651e-20
814.0794924057172,5.134e-20
814.0915453418288,5.645e-20
814.1035982779404,5.656e-20
814.1156512140519,5.132e-20
814.1277041501636,5.109e-20
814.1397570862752,5.238e-20
814.1518100223867,5.311e-20
814.1638629584983,5.521e-20
814.17591589461,5.188e-20
814.1879688307215,4.675e-20
814.2000217668331,5.299e-20
814.2120747029447,5.95e-20
814.2241276390563,5.432e-20
814.2361805751679,5.343e-20
814.2482335112794,5.766e-20
814.2602864473911,5.285e-20
814.2723393835026,5.038e-20
814.2843923196142,5.557e-20
814.2964452557258,5.598e-20
814.3084981918374,5.794e-20
814.320551127949,6.551e-20
814.3326040640605,6.636e-20
814.3446570001722,6.072e-20
814.3567099362838,5.657e-20
814.3687628723953,5.788e-20
814.3808158085069,6.142e-20
814.3928687446186,5.725e-20
814.4049216807301,5.339e-20
814.4169746168417,5.955e-20
814.4290275529532,6.107e-20
814.4410804890649,5.474e-20
814.4531334251765,5.174e-20
814.465186361288,5.242e-20
814.4772392973996,5.62e-20
814.4892922335113,5.505e-20
814.5013451696228,4.759e-20
814.5133981057344,5.338e-20
814.525451041846,6.169e-20
814.5375039779576,5.183e-20
814.5495569140692,4.739e-20
814.5616098501807,5.616e-20
814.5736627862924,5.683e-20
814.585715722404,5.559e-20
814.5977686585155,5.794e-20
814.6098215946271,5.662e-20
814.6218745307388,5.966e-20
814.6339274668503,6.354e-20
814.6459804029619,5.953e-20
814.6580333390735,5.908e-20
814.6700862751851,6.389e-20
814.6821392112967,6.768e-20
814.6941921474082,7.192e-20
814.7062450835199,6.925e-20
814.7182980196314,5.975e-20
814.730350955743,5.85e-20
814.7424038918546,6.444e-20
814.7544568279662,6.371e-20
814.7665097640778,5.588e-20
814.7785627001894,5.636e-20
814.790615636301,6.714e-20
814.8026685724126,6.566e-20
814.8147215085241,5.189e-20
814.8267744446357,5.086e-20
814.8388273807474,5.958e-20
814.8508803168589,5.999e-20
814.8629332529705,5.349e-20
814.874986189082,5.198e-20
814.8870391251937,5.981e-20
814.8990920613053,6.207e-20
814.9111449974168,5.284e-20
814.9231979335285,5.243e-20
814.9352508696401,5.963e-20
814.9473038057516,5.86e-20
814.9593567418632,5.847e-20
814.9714096779749,6.118e-20
814.9834626140864,5.89e-20
814.995515550198,6.001e-20
815.0075684863095,6.464e-20
815.0196214224212,6.581e-20
815.0316743585328,6.418e-20
815.0437272946443,5.86e-20
815.055780230756,5.741e-20
815.0678331668676,6.464e-20
815.0798861029791,6.477e-20
815.0919390390907,5.849e-20
815.1039919752023,5.857e-20
815.1160449113139,6.086e-20
815.1280978474255,5.76e-20
815.140150783537,5.228e-20
815.1522037196487,5.626e-20
815.1642566557603,6.367e-20
815.1763095918718,5.666e-20
815.1883625279834,4.921e-20
815.200415464095,5.511e-20
815.2124684002066,5.719e-20
815.2245213363182,5.554e-20
815.2365742724298,5.895e-20
815.2486272085414,6.213e-20
815.260680144653,6.771e-20
815.2727330807645,6.949e-20
815.2847860168762,6.285e-20
815.2968389529877,6.411e-20
815.3088918890993,6.889e-20
815.3209448252109,6.796e-20
815.3329977613225,7.123e-20
815.3450506974341,7.265e-20
815.3571036335456,6.968e-20
815.3691565696573,7.036e-20
815.3812095057689,6.789e-20
815.3932624418804,6.794e-20
815.405315377992,7.062e-20
815.4173683141037,6.256e-20
815.4294212502152,6.242e-20
815.4414741863268,7.114e-20
815.4535271224383,6.278e-20
815.46558005855,5.344e-20
815.4776329946616,5.674e-20
815.4896859307731,6.049e-20
815.5017388668848,6.447e-20
815.5137918029964,6.134e-20
815.5258447391079,5.6e-20
815.5378976752195,6.306e-20
815.5499506113312,6.253e-20
815.5620035474427,5.263e-20
815.5740564835543,5.526e-20
815.5861094196658,5.998e-20
815.5981623557775,5.962e-20
815.6102152918891,5.991e-20
815.6222682280006,5.786e-20
815.6343211641122,6.152e-20
815.6463741002239,6.738e-20
815.6584270363354,6.424e-20
815.670479972447,6.428e-20
815.6825329085586,6.606e-20
815.6945858446702,6.259e-20
815.7066387807818,6.757e-20
815.7186917168933,7.384e-20
815.730744653005,6.937e-20
815.7427975891165,6.578e-20
815.7548505252281,6.485e-20
815.7669034613397,6.405e-20
815.7789563974513,6.485e-20
815.7910093335629,6.212e-20
815.8030622696745,6.125e-20
815.8151152057861,6.461e-20
815.8271681418977,6.281e-20
815.8392210780092,6.025e-20
815.8512740141208,6.168e-20
815.8633269502325,6.134e-20
815.875379886344,5.898e-20
815.8874328224556,5.714e-20
815.8994857585672,5.839e-20
815.9115386946788,6.446e-20
815.9235916307904,7.086e-20
815.9356445669019,7.149e-20
815.9476975030136,6.545e-20
815.9597504391252,6.066e-20
815.9718033752367,6.213e-20
815.9838563113483,6.582e-20
815.99590924746,7.195e-20
816.0079621835715,7.633e-20
816.0200151196831,7.284e-20
816.0320680557946,7.184e-20
816.0441209919063,7.437e-20
816.0561739280179,7.069e-20
816.0682268641294,6.843e-20
816.0802798002411,7.076e-20
816.0923327363527,7.169e-20
816.1043856724642,7.133e-20
816.1164386085758,6.79e-20
816.1284915446874,6.896e-20
816.140544480799,7.535e-20
816.1525974169106,6.95e-20
816.1646503530221,6.067e-20
816.1767032891338,6.456e-20
816.1887562252454,6.832e-20
816.2008091613569,6.542e-20
816.2128620974686,5.921e-20
816.2249150335801,5.752e-20
816.2369679696917,6.471e-20
816.2490209058033,6.076e-20
816.2610738419149,5.207e-20
816.2731267780265,6.409e-20
816.285179714138,7.369e-20
816.2972326502496,6.804e-20
816.3092855863613,6.773e-20
816.3213385224728,6.698e-20
816.3333914585844,6.753e-20
816.345444394696,7.79e-20
816.3574973308076,7.876e-20
816.3695502669192,7.294e-20
816.3816032030307,7.281e-20
816.3936561391424,7.068e-20
816.405709075254,7.408e-20
816.4177620113655,7.895e-20
816.4298149474771,7.271e-20
816.4418678835888,7.416e-20
816.4539208197003,8.228e-20
816.4659737558119,7.852e-20
816.4780266919234,7.247e-20
816.4900796280351,7.005e-20
816.5021325641467,7.11e-20
816.5141855002582,7.555e-20
816.5262384363699,7.185e-20
816.5382913724815,6.691e-20
816.550344308593,7.023e-20
816.5623972447046,7.092e-20
816.5744501808163,6.859e-20
816.5865031169278,6.608e-20
816.5985560530394,6.312e-20
816.6106089891509,6.619e-20
816.6226619252626,6.947e-20
816.6347148613742,6.788e-20
816.6467677974857,6.684e-20
816.6588207335974,6.586e-20
816.670873669709,6.879e-20
816.6829266058205,7.392e-20
816.6949795419321,7.267e-20
816.7070324780437,7.388e-20
816.7190854141553,7.85e-20
816.7311383502669,7.807e-20
816.7431912863784,7.77e-20
816.7552442224901,7.355e-20
816.7672971586017,6.939e-20
816.7793500947132,7.896e-20
816.7914030308248,8.284e-20
816.8034559669364,7.249e-20
816.815508903048,6.996e-20
816.8275618391596,7.389e-20
816.8396147752712,7.516e-20
816.8516677113828,7.221e-20
816.8637206474943,6.498e-20
816.8757735836059,6.761e-20
816.8878265197176,7.201e-20
816.8998794558291,6.27e-20
816.9119323919407,6.261e-20
816.9239853280523,7.332e-20
816.9360382641639,7.159e-20
816.9480912002755,6.674e-20
816.960144136387,6.559e-20
816.9721970724987,6.503e-20
816.9842500086103,7.339e-20
816.9963029447218,7.84e-20
817.0083558808334,7.183e-20
817.0204088169451,7.305e-20
817.0324617530566,7.879e-20
817.0445146891682,7.515e-20
817.0565676252797,7.39e-20
817.0686205613914,7.887e-20
817.080673497503,7.886e-20
817.0927264336145,7.8e-20
817.1047793697262,8.193e-20
817.1168323058378,8.03e-20
817.1288852419493,7.275e-20
817.1409381780609,7.412e-20
817.1529911141726,7.995e-20
817.1650440502841,7.711e-20
817.1770969863957,7.424e-20
817.1891499225072,7.644e-20
817.2012028586189,7.53e-20
817.2132557947305,7.289e-20
817.225308730842,7.212e-20
817.2373616669537,7.039e-20
817.2494146030652,6.992e-20
817.2614675391768,7.045e-20
817.2735204752884,6.992e-20
817.2855734114,6.886e-20
817.2976263475116,6.747e-20
817.3096792836232,6.974e-20
817.3217322197347,7.479e-20
817.3337851558464,7.364e-20
817.345838091958,6.916e-20
817.3578910280695,6.997e-20
817.3699439641812,7.082e-20
817.3819969002927,6.84e-20
817.3940498364043,7.091e-20
817.4061027725159,7.731e-20
817.4181557086275,7.848e-20
817.4302086447391,7.727e-20
817.4422615808506,7.905e-20
817.4543145169622,7.996e-20
817.4663674530739,7.861e-20
817.4784203891854,7.679e-20
817.490473325297,7.659e-20
817.5025262614085,7.963e-20
817.5145791975202,7.856e-20
817.5266321336318,7.434e-20
817.5386850697433,7.766e-20
817.550738005855,7.795e-20
817.5627909419666,7.049e-20
817.5748438780781,7.364e-20
817.5868968141897,8.077e-20
817.5989497503014,7.592e-20
817.6110026864129,6.968e-20
817.6230556225245,6.89e-20
817.635108558636,7.037e-20
817.6471614947477,7.349e-20
817.6592144308593,7.505e-20
817.6712673669708,7.648e-20
817.6833203030825,7.752e-20
817.695373239194,7.66e-20
817.7074261753056,8.048e-20
817.7194791114172,8.399e-20
817.7315320475288,8.266e-20
817.7435849836404,8.714e-20
817.755637919752,8.928e-20
817.7676908558635,8.328e-20
817.7797437919752,8.55e-20
817.7917967280868,9.033e-20
817.8038496641983,8.724e-20
817.81590260031,8.299e-20
817.8279555364215,7.543e-20
817.8400084725331,7.299e-20
817.8520614086447,8.433e-20
817.8641143447563,8.635e-20
817.8761672808679,7.458e-20
817.8882202169794,7.272e-20
817.900273153091,7.911e-20
817.9123260892027,7.69e-20
817.9243790253142,6.846e-20
817.9364319614258,6.867e-20
817.9484848975375,7.752e-20
817.960537833649,7.963e-20
817.9725907697606,7.42e-20
817.9846437058721,7.049e-20
817.9966966419838,7.096e-20
818.0087495780954,7.6e-20
818.0208025142069,7.821e-20
818.0328554503185,7.647e-20
818.0449083864302,8.014e-20
818.0569613225417,8.105e-20
818.0690142586533,7.763e-20
818.0810671947648,8.186e-20
818.0931201308765,8.181e-20
818.1051730669881,7.718e-20
818.1172260030996,8.478e-20
818.1292789392113,8.935e-20
818.1413318753229,8.301e-20
818.1533848114344,8.077e-20
818.165437747546,8.063e-20
818.1774906836577,8.289e-20
818.1895436197692,8.542e-20
818.2015965558808,7.833e-20
818.2136494919923,7.64e-20
818.225702428104,8.266e-20
818.2377553642156,8.044e-20
818.2498083003271,7.725e-20
818.2618612364388,7.896e-20
818.2739141725503,8.086e-20
818.2859671086619,8.33e-20
818.2980200447735,7.806e-20
818.3100729808851,7.066e-20
818.3221259169967,7.437e-20
818.3341788531083,7.719e-20
818.3462317892198,7.478e-20
818.3582847253315,7.666e-20
818.370337661443,7.927e-20
818.3823905975546,8.036e-20
818.3944435336663,8.051e-20
818.4064964697778,8.109e-20
818.4185494058894,8.641e-20
818.430602342001,8.751e-20
818.4426552781126,8.158e-20
818.4547082142242,8.011e-20
818.4667611503357,8.081e-20
818.4788140864473,8.209e-20
818.490867022559,8.668e-20
818.5029199586705,8.652e-20
818.5149728947821,8.253e-20
818.5270258308938,7.867e-20
818.5390787670053,7.6e-20
818.5511317031169,8.075e-20
818.5631846392284,8.123e-20
818.5752375753401,7.156e-20
818.5872905114517,7.38e-20
818.5993434475632,8.529e-20
818.6113963836748,8.38e-20
818.6234493197865,7.37e-20
818.635502255898,7.247e-20
818.6475551920096,8.385e-20
818.6596081281211,8.799e-20
818.6716610642328,7.629e-20
818.6837140003444,7.591e-20
818.6957669364559,8.837e-20
818.7078198725676,8.941e-20
818.7198728086792,8.766e-20
818.7319257447907,8.859e-20
818.7439786809023,8.272e-20
818.756031617014,8.459e-20
818.7680845531255,9.482e-20
818.7801374892371,9.503e-20
818.7921904253486,9.171e-20
818.8042433614603,9.237e-20
818.8162962975719,9.158e-20
818.8283492336834,8.895e-20
818.8404021697951,8.313e-20
818.8524551059066,7.961e-20
818.8645080420182,8.629e-20
818.8765609781298,9.144e-20
818.8886139142414,8.358e-20
818.900666850353,7.449e-20
818.9127197864645,7.934e-20
818.9247727225761,8.846e-20
818.9368256586878,8.378e-20
818.9488785947993,7.488e-20
818.9609315309109,7.654e-20
818.9729844670226,8.107e-20
818.9850374031341,8.173e-20
818.9970903392457,7.853e-20
819.0091432753572,7.368e-20
819.0211962114689,7.622e-20
819.0332491475805,8.325e-20
819.045302083692,8.372e-20
819.0573550198036,7.975e-20
819.0694079559153,7.859e-20
819.0814608920268,8.28e-20
819.0935138281384,8.415e-20
819.10556676425,7.873e-20
819.1176197003616,8.258e-20
819.1296726364732,9.083e-20
819.1417255725847,8.515e-20
819.1537785086964,8.322e-20
819.165831444808,8.894e-20
819.1778843809195,8.278e-20
819.1899373170311,8.126e-20
819.2019902531428,8.856e-20
819.2140431892543,8.327e-20
819.2260961253659,8.035e-20
819.2381490614774,8.803e-20
819.2502019975891,8.812e-20
819.2622549337007,8.599e-20
819.2743078698122,8.822e-20
819.2863608059239,8.909e-20
819.2984137420355,8.808e-20
819.310466678147,8.282e-20
819.3225196142586,7.947e-20
819.3345725503702,8.249e-20
819.3466254864818,8.326e-20
819.3586784225934,8.399e-20
819.3707313587049,8.442e-20
819.3827842948166,8.19e-20
819.3948372309281,8.832e-20
819.4068901670397,9.413e-20
819.4189431031514,8.769e-20
819.4309960392629,8.947e-20
819.4430489753745,9.577e-20
819.455101911486,8.977e-20
819.4671548475977,8.937e-20
819.4792077837093,9.465e-20
819.4912607198208,8.897e-20
819.5033136559324,8.648e-20
819.5153665920441,9.039e-20
819.5274195281556,8.664e-20
819.5394724642672,8.395e-20
819.5515254003789,8.756e-20
819.5635783364904,8.716e-20
819.575631272602,8.391e-20
819.5876842087135,8.176e-20
819.5997371448252,7.993e-20
819.6117900809368,8.505e-20
819.6238430170483,9.27e-20
819.6358959531599,8.521e-20
819.6479488892716,7.549e-20
819.6600018253831,8.52e-20
819.6720547614947,9.135e-20
819.6841076976064,8.094e-20
819.6961606337179,8.035e-20
819.7082135698295,8.626e-20
819.720266505941,8.378e-20
819.7323194420527,8.64e-20
819.7443723781643,9.119e-20
819.7564253142758,9.123e-20
819.7684782503874,9.601e-20
819.780531186499,9.644e-20
819.7925841226106,9.102e-20
819.8046370587222,9.13e-20
819.8166899948337,8.659e-20
819.8287429309454,8.239e-20
819.840795867057,9.091e-20
819.8528488031685,9.123e-20
819.8649017392802,8.415e-20
819.8769546753917,8.685e-20
819.8890076115033,8.863e-20
819.9010605476149,8.733e-20
819.9131134837265,8.61e-20
819.9251664198381,8.2e-20
819.9372193559497,8.531e-20
819.9492722920612,8.818e-20
819.9613252281729,8.126e-20
819.9733781642844,8.291e-20
819.985431100396,8.844e-20
819.9974840365077,8.484e-20
820.0095369726192,8.408e-20
820.0215899087308,8.461e-20
820.0336428448423,8.316e-20
820.045695780954,8.785e-20
820.0577487170656,8.981e-20
820.0698016531771,8.61e-20
820.0818545892887,8.665e-20
820.0939075254004,9.029e-20
820.1059604615119,9.446e-20
820.1180133976235,9.407e-20
820.1300663337352,8.807e-20
820.1421192698467,9.031e-20
820.1541722059583,9.719e-20
820.1662251420698,9.632e-20
820.1782780781815,9.575e-20
820.1903310142931,9.663e-20
820.2023839504046,9.49e-20
820.2144368865162,9.647e-20
820.2264898226279,9.534e-20
820.2385427587394,8.896e-20
820.250595694851,9.007e-20
820.2626486309626,9.617e-20
820.2747015670742,9.453e-20
820.2867545031858,8.629e-20
820.2988074392973,8.178e-20
820.310860375409,8.449e-20
820.3229133115206,8.614e-20
820.3349662476321,8.349e-20
820.3470191837437,8.217e-20
820.3590721198553,8.503e-20
820.3711250559669,9.093e-20
820.3831779920785,9.203e-20
820.3952309281901,8.664e-20
820.4072838643017,8.705e-20
820.4193368004132,9.19e-20
820.4313897365248,9.242e-20
820.4434426726365,9.292e-20
820.455495608748,9.352e-20
820.4675485448596,9.573e-20
820.4796014809712,1.023e-19
820.4916544170828,1.008e-19
820.5037073531944,9.496e-20
820.515760289306,9.83e-20
820.5278132254175,1e-19
820.5398661615292,9.89e-20
820.5519190976407,9.982e-20
820.5639720337523,9.141e-20
820.576024969864,8.727e-20
820.5880779059755,9.945e-20
820.6001308420871,1.017e-19
820.6121837781986,9.099e-20
820.6242367143103,8.891e-20
820.6362896504219,9.212e-20
820.6483425865334,9.326e-20
820.660395522645,9.364e-20
820.6724484587567,9.095e-20
820.6845013948682,8.945e-20
820.6965543309798,9.45e-20
820.7086072670915,9.726e-20
820.720660203203,8.974e-20
820.7327131393146,8.521e-20
820.7447660754261,9.4e-20
820.7568190115378,9.928e-20
820.7688719476494,9.443e-20
820.7809248837609,9.408e-20
820.7929778198725,9.675e-20
820.8050307559841,9.828e-20
820.8170836920957,1.036e-19
820.8291366282073,1.056e-19
820.8411895643189,1.051e-19
820.8532425004305,1.091e-19
820.865295436542,1.085e-19
820.8773483726536,1.036e-19
820.8894013087653,1.015e-19
820.9014542448768,1.016e-19
820.9135071809884,1.08e-19
820.9255601171,1.104e-19
820.9376130532116,1.004e-19
820.9496659893232,9.961e-20
820.9617189254348,1.072e-19
820.9737718615463,1.022e-19
820.985824797658,9.673e-20
820.9978777337695,9.969e-20
821.0099306698811,1.015e-19
821.0219836059928,1.008e-19
821.0340365421043,9.602e-20
821.0460894782159,9.35e-20
821.0581424143274,1.017e-19
821.0701953504391,1.067e-19
821.0822482865507,1.033e-19
821.0943012226622,1.036e-19
821.1063541587738,1.066e-19
821.1184070948855,1.095e-19
821.130460030997,1.119e-19
821.1425129671086,1.086e-19
821.1545659032203,1.074e-19
821.1666188393318,1.14e-19
821.1786717754434,1.162e-19
821.1907247115549,1.111e-19
821.2027776476666,1.092e-19
821.2148305837782,1.107e-19
821.2268835198897,1.12e-19
821.2389364560013,1.141e-19
821.250989392113,1.137e-19
821.2630423282245,1.088e-19
821.2750952643361,1.075e-19
821.2871482004477,1.107e-19
821.2992011365593,1.067e-19
