wavenumber[1/cm],cross section[cm^2]
851.3492112896745,1.255e-20
851.3592554037766,1.373e-20
851.3692995178786,1.805e-20
851.3793436319806,2.062e-20
851.3893877460828,1.936e-20
851.3994318601848,1.675e-20
851.4094759742868,1.623e-20
851.4195200883889,1.806e-20
851.429564202491,1.836e-20
851.439608316593,1.546e-20
851.449652430695,1.41e-20
851.4596965447971,1.734e-20
851.4697406588991,2.053e-20
851.4797847730011,2.03e-20
851.4898288871033,1.962e-20
851.4998730012053,1.893e-20
851.5099171153073,1.588e-20
851.5199612294093,1.462e-20
851.5300053435114,1.929e-20
851.5400494576135,2.276e-20
851.5500935717155,1.882e-20
851.5601376858176,1.505e-20
851.5701817999196,1.85e-20
851.5802259140216,2.256e-20
851.5902700281238,2.043e-20
851.6003141422258,1.616e-20
851.6103582563278,1.502e-20
851.6204023704298,1.686e-20
851.630446484532,1.987e-20
851.640490598634,2.102e-20
851.650534712736,1.791e-20
851.6605788268381,1.46e-20
851.6706229409401,1.621e-20
851.6806670550421,1.935e-20
851.6907111691442,1.883e-20
851.7007552832463,1.694e-20
851.7107993973483,1.652e-20
851.7208435114503,1.585e-20
851.7308876255524,1.55e-20
851.7409317396545,1.795e-20
851.7509758537565,2.068e-20
851.7610199678586,2.026e-20
851.7710640819606,1.823e-20
851.7811081960626,1.685e-20
851.7911523101646,1.669e-20
851.8011964242668,1.832e-20
851.8112405383688,1.934e-20
851.8212846524708,1.67e-20
851.8313287665729,1.495e-20
851.841372880675,1.93e-20
851.851416994777,2.385e-20
851.861461108879,2.185e-20
851.8715052229811,1.783e-20
851.8815493370831,1.702e-20
851.8915934511851,1.754e-20
851.9016375652873,1.87e-20
851.9116816793893,2.067e-20
851.9217257934913,1.905e-20
851.9317699075934,1.436e-20
851.9418140216954,1.453e-20
851.9518581357975,1.946e-20
851.9619022498995,2.076e-20
851.9719463640016,1.835e-20
851.9819904781036,1.789e-20
851.9920345922056,1.856e-20
852.0020787063078,1.871e-20
852.0121228204098,2.064e-20
852.0221669345118,2.165e-20
852.0322110486138,1.783e-20
852.042255162716,1.501e-20
852.052299276818,1.832e-20
852.06234339092,2.097e-20
852.0723875050221,1.822e-20
852.0824316191241,1.646e-20
852.0924757332261,1.866e-20
852.1025198473283,1.943e-20
852.1125639614303,1.828e-20
852.1226080755323,1.988e-20
852.1326521896343,2.21e-20
852.1426963037364,1.953e-20
852.1527404178385,1.556e-20
852.1627845319405,1.759e-20
852.1728286460426,2.298e-20
852.1828727601446,2.273e-20
852.1929168742466,1.731e-20
852.2029609883487,1.552e-20
852.2130051024508,1.836e-20
852.2230492165528,1.959e-20
852.2330933306548,1.971e-20
852.2431374447569,2.181e-20
852.253181558859,2.101e-20
852.263225672961,1.602e-20
852.2732697870631,1.627e-20
852.2833139011651,2.215e-20
852.2933580152671,2.13e-20
852.3034021293691,1.407e-20
852.3134462434713,1.384e-20
852.3234903575733,2.036e-20
852.3335344716753,2.184e-20
852.3435785857774,1.78e-20
852.3536226998795,1.554e-20
852.3636668139815,1.657e-20
852.3737109280835,2.007e-20
852.3837550421856,2.397e-20
852.3937991562876,2.239e-20
852.4038432703896,1.676e-20
852.4138873844918,1.648e-20
852.4239314985938,2.033e-20
852.4339756126958,1.923e-20
852.4440197267979,1.617e-20
852.4540638409,1.806e-20
852.464107955002,1.967e-20
852.474152069104,1.713e-20
852.4841961832061,1.742e-20
852.4942402973081,2.197e-20
852.5042844114101,2.37e-20
852.5143285255123,2.176e-20
852.5243726396143,1.991e-20
852.5344167537163,1.918e-20
852.5444608678183,2.142e-20
852.5545049819204,2.53e-20
852.5645490960225,2.308e-20
852.5745932101245,1.606e-20
852.5846373242266,1.631e-20
852.5946814383286,2.338e-20
852.6047255524306,2.476e-20
852.6147696665328,2.018e-20
852.6248137806348,1.832e-20
852.6348578947368,1.889e-20
852.6449020088388,1.935e-20
852.6549461229409,2.246e-20
852.664990237043,2.532e-20
852.675034351145,2.195e-20
852.6850784652471,1.703e-20
852.6951225793491,1.777e-20
852.7051666934511,2.065e-20
852.7152108075531,2.078e-20
852.7252549216553,2.029e-20
852.7352990357573,2.012e-20
852.7453431498593,1.815e-20
852.7553872639614,1.603e-20
852.7654313780635,1.684e-20
852.7754754921655,1.946e-20
852.7855196062676,2.071e-20
852.7955637203696,1.923e-20
852.8056078344716,1.702e-20
852.8156519485736,1.776e-20
852.8256960626758,2.081e-20
852.8357401767778,2.153e-20
852.8457842908798,2.051e-20
852.8558284049819,2.221e-20
852.865872519084,2.468e-20
852.875916633186,2.389e-20
852.885960747288,2.278e-20
852.8960048613901,2.346e-20
852.9060489754921,2.204e-20
852.9160930895941,1.932e-20
852.9261372036963,2.045e-20
852.9361813177983,2.22e-20
852.9462254319003,1.906e-20
852.9562695460024,1.651e-20
852.9663136601044,2.074e-20
852.9763577742065,2.552e-20
852.9864018883085,2.351e-20
852.9964460024106,1.865e-20
853.0064901165126,1.723e-20
853.0165342306146,1.862e-20
853.0265783447168,2.017e-20
853.0366224588188,2.12e-20
853.0466665729208,2.078e-20
853.0567106870228,1.878e-20
853.066754801125,1.797e-20
853.076798915227,1.981e-20
853.086843029329,2.131e-20
853.0968871434311,1.998e-20
853.1069312575331,1.814e-20
853.1169753716351,1.874e-20
